"COUNTRY","Country","BIRTH","Place of birth","GENDER","Gender","RATE","Rate","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,78.9,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,79,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,78.8,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,80.5,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,81.4,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,81.3,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,81.9,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,81.9,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,81.6,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,81.4,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,82.3,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,82.3,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,82.3,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,81.9,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,82.4,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,82.8,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,83.1,,
"DEU","Germany","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,83.5,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,59.6,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,60.5,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,60.6,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,60.7,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,60.3,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,61.8,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,63.5,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,65.7,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,66.4,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,67.4,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,67.8,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,69.3,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,69.8,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,70.8,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,71.4,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,72.1,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,73.2,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,74.1,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,74.6,,
"DEU","Germany","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,75.3,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,8,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,7.5,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,7.9,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,8.8,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,9.5,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,9.9,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,9.4,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,8,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,6.1,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,5.2,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,4.7,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,4.5,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,4.2,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,3.7,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,3.3,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,2.9,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,2.5,,
"DEU","Germany","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,2.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,64.8,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,65.4,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,65.8,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,66.5,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,66.6,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,68.6,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,70.1,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,71.4,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,71.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,72.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,72.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,73.1,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,73.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,74.2,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,74.6,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,74.9,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,75.7,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,76.3,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,76.5,,
"DEU","Germany","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,77.1,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,66.7,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,67,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,66.6,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,66.3,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,65.6,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,67.1,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,68.8,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,70.5,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,71.6,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,71.7,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,71.9,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,73,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,74,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,74.5,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,74.9,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,75.2,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,76.2,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,77,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,77.5,,
"DEU","Germany","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,78.2,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,7.4,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,7.4,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,8,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,9,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,9.9,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,10,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,9.3,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,7.8,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,6.6,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,7,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,6.6,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,5.6,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,4.9,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,4.8,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,4.5,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,4.1,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,3.6,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,3.3,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,2.9,,
"DEU","Germany","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,2.6,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,72.1,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,72.3,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,72.4,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,72.8,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,72.8,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,74.6,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,75.8,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,76.4,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,76.6,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,77.1,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,77,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,77.3,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,77.8,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,78.3,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,78.5,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,78.4,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,79.1,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,79.6,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,79.9,,
"DEU","Germany","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,80.3,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,71.3,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,71.2,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,71.9,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,72.7,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,73.3,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,73.5,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,73.9,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,74.1,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,74,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,72.7,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,70.2,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,65.5,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,60.3,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,58,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,57.9,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,59.1,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,60.6,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,62.6,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,64.5,,
"GRC","Greece","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,65.7,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,7.5,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2001","2001","PC","Percentage","0","Units",,,6.9,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2002","2002","PC","Percentage","0","Units",,,6.5,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2003","2003","PC","Percentage","0","Units",,,6.1,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2004","2004","PC","Percentage","0","Units",,,6.5,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2005","2005","PC","Percentage","0","Units",,,6.2,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2006","2006","PC","Percentage","0","Units",,,5.8,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2007","2007","PC","Percentage","0","Units",,,5.3,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2008","2008","PC","Percentage","0","Units",,,5.2,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2009","2009","PC","Percentage","0","Units",,,6.5,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2010","2010","PC","Percentage","0","Units",,,9.4,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2011","2011","PC","Percentage","0","Units",,,14.4,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2012","2012","PC","Percentage","0","Units",,,20.3,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2013","2013","PC","Percentage","0","Units",,,23.2,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2014","2014","PC","Percentage","0","Units",,,22.6,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2015","2015","PC","Percentage","0","Units",,,20.9,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2016","2016","PC","Percentage","0","Units",,,19.1,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2017","2017","PC","Percentage","0","Units",,,17.1,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,14.8,,
"GRC","Greece","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,13.1,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2000","2000","PC","Percentage","0","Units",,,77.1,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2001","2001","PC","Percentage","0","Units",,,76.4,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2002","2002","PC","Percentage","0","Units",,,76.9,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2003","2003","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2004","2004","PC","Percentage","0","Units",,,78.4,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2005","2005","PC","Percentage","0","Units",,,78.4,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2006","2006","PC","Percentage","0","Units",,,78.4,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2007","2007","PC","Percentage","0","Units",,,78.2,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2008","2008","PC","Percentage","0","Units",,,78,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2009","2009","PC","Percentage","0","Units",,,77.7,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2010","2010","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2011","2011","PC","Percentage","0","Units",,,76.5,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2012","2012","PC","Percentage","0","Units",,,75.6,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2013","2013","PC","Percentage","0","Units",,,75.6,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2014","2014","PC","Percentage","0","Units",,,74.8,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2015","2015","PC","Percentage","0","Units",,,74.7,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2016","2016","PC","Percentage","0","Units",,,74.9,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2017","2017","PC","Percentage","0","Units",,,75.5,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,75.6,,
"GRC","Greece","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,75.7,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2000","2000","PC","Percentage","0","Units",,,41.6,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2001","2001","PC","Percentage","0","Units",,,41.5,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2002","2002","PC","Percentage","0","Units",,,42.7,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2003","2003","PC","Percentage","0","Units",,,44.2,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2004","2004","PC","Percentage","0","Units",,,45.3,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2005","2005","PC","Percentage","0","Units",,,45.7,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2006","2006","PC","Percentage","0","Units",,,47.1,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2007","2007","PC","Percentage","0","Units",,,47.7,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2008","2008","PC","Percentage","0","Units",,,48.6,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2009","2009","PC","Percentage","0","Units",,,48.7,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2010","2010","PC","Percentage","0","Units",,,47.8,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2011","2011","PC","Percentage","0","Units",,,44.9,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2012","2012","PC","Percentage","0","Units",,,41.8,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2013","2013","PC","Percentage","0","Units",,,40,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2014","2014","PC","Percentage","0","Units",,,40.9,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2015","2015","PC","Percentage","0","Units",,,42.3,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2016","2016","PC","Percentage","0","Units",,,43.3,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2017","2017","PC","Percentage","0","Units",,,44.6,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,45.8,,
"GRC","Greece","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,47.9,,
"GRC","Greece","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2000","2000","PC","Percentage","0","Units",,,17,,
